Year,State,State_code,State_Minimum_Wage,State_Minimum_Wage_2020_Dollars,Federal_Minimum_Wage,Federal_Minimum_Wage_2020_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2020_Dollars
1977,Louisiana,LA,0,0,2.2,9.39,2.2,9.39
1977,Maine,ME,2.3,9.82,2.2,9.39,2.3,9.82
1977,Maryland,MD,2.2,9.39,2.2,9.39,2.2,9.39
1977,Massachusetts,MA,2.1,8.96,2.2,9.39,2.2,9.39
1977,Michigan,MI,2.2,9.39,2.2,9.39,2.2,9.39
1977,Minnesota,MN,1.8,7.68,2.2,9.39,2.2,9.39
1977,Mississippi,MS,0,0,2.2,9.39,2.2,9.39
1977,Missouri,MO,0,0,2.2,9.39,2.2,9.39
1977,Montana,MT,1.8,7.68,2.2,9.39,2.2,9.39
1977,Nebraska,NE,1.6,6.83,2.2,9.39,2.2,9.39
1977,Nevada,NV,2.2,9.39,2.2,9.39,2.2,9.39
1977,New Hampshire,NH,2.2,9.39,2.2,9.39,2.2,9.39
1977,New Jersey,NJ,2.2,9.39,2.2,9.39,2.2,9.39
1977,New Mexico,NM,2,8.54,2.2,9.39,2.2,9.39
1977,New York,NY,2.3,9.82,2.2,9.39,2.3,9.82
1977,North Carolina,NC,2,8.54,2.2,9.39,2.2,9.39
1977,North Dakota,ND,2,8.54,2.2,9.39,2.2,9.39
1977,Ohio,OH,1.6,6.83,2.2,9.39,2.2,9.39
1977,Oklahoma,OK,1.8,7.68,2.2,9.39,2.2,9.39
1977,Oregon,OR,2.3,9.82,2.2,9.39,2.3,9.82
1977,Pennsylvania,PA,2.2,9.39,2.2,9.39,2.2,9.39
1977,Puerto Rico,None,0.76,3.24,2.2,9.39,2.2,9.39
1977,Rhode Island,RI,2.3,9.82,2.2,9.39,2.3,9.82
1977,South Carolina,SC,0,0,2.2,9.39,2.2,9.39
1977,South Dakota,SD,2,8.54,2.2,9.39,2.2,9.39
1977,Tennessee,TN,0,0,2.2,9.39,2.2,9.39
1977,Texas,TX,1.4,5.98,2.2,9.39,2.2,9.39
1977,U.S. Virgin Islands,None,0,0,2.2,9.39,2.2,9.39
1977,Utah,UT,1.55,6.62,2.2,9.39,2.2,9.39
1977,Vermont,VT,2.3,9.82,2.2,9.39,2.3,9.82
1977,Virginia,VA,2,8.54,2.2,9.39,2.2,9.39
1977,Washington,WA,2.2,9.39,2.2,9.39,2.2,9.39
1977,West Virginia,WV,2,8.54,2.2,9.39,2.2,9.39
1977,Wisconsin,WI,2.1,8.96,2.2,9.39,2.2,9.39
1977,Wyoming,WY,1.6,6.83,2.2,9.39,2.2,9.39
1978,Alabama,AL,0,0,2.2,8.73,2.2,8.73
1978,Alaska,AK,2.8,11.11,2.2,8.73,2.8,11.11
1978,Arizona,AZ,0,0,2.2,8.73,2.2,8.73
1978,Arkansas,AR,1.9,7.54,2.2,8.73,2.2,8.73
1978,California,CA,2,7.93,2.2,8.73,2.2,8.73
1978,Colorado,CO,1,3.97,2.2,8.73,2.2,8.73
1978,Connecticut,CT,2.21,8.77,2.2,8.73,2.21,8.77
1978,Delaware,DE,2,7.93,2.2,8.73,2.2,8.73
1978,District of Columbia,DC,2.25,8.93,2.2,8.73,2.25,8.93
1978,Florida,FL,0,0,2.2,8.73,2.2,8.73
1978,Georgia,GA,1.25,4.96,2.2,8.73,2.2,8.73
1978,Guam,None,2.3,9.12,2.2,8.73,2.3,9.12
1978,Hawaii,HI,2.4,9.52,2.2,8.73,2.4,9.52
1978,Idaho,ID,1.6,6.35,2.2,8.73,2.2,8.73
1978,Illinois,IL,2.1,8.33,2.2,8.73,2.2,8.73
1978,Indiana,IN,1.25,4.96,2.2,8.73,2.2,8.73
1978,Iowa,IA,0,0,2.2,8.73,2.2,8.73
1978,Kansas,KS,0,0,2.2,8.73,2.2,8.73
1978,Kentucky,KY,1.6,6.35,2.2,8.73,2.2,8.73
1978,Louisiana,LA,0,0,2.2,8.73,2.2,8.73
1978,Maine,ME,2.3,9.12,2.2,8.73,2.3,9.12
1978,Maryland,MD,2.2,8.73,2.2,8.73,2.2,8.73
1978,Massachusetts,MA,2.1,8.33,2.2,8.73,2.2,8.73
1978,Michigan,MI,2.2,8.73,2.2,8.73,2.2,8.73
1978,Minnesota,MN,1.8,7.14,2.2,8.73,2.2,8.73
1978,Mississippi,MS,0,0,2.2,8.73,2.2,8.73
1978,Missouri,MO,0,0,2.2,8.73,2.2,8.73
1978,Montana,MT,1.8,7.14,2.2,8.73,2.2,8.73
1978,Nebraska,NE,1.6,6.35,2.2,8.73,2.2,8.73
1978,Nevada,NV,2.2,8.73,2.2,8.73,2.2,8.73
1978,New Hampshire,NH,2.2,8.73,2.2,8.73,2.2,8.73
1978,New Jersey,NJ,2.2,8.73,2.2,8.73,2.2,8.73
1978,New Mexico,NM,2,7.93,2.2,8.73,2.2,8.73
1978,New York,NY,2.3,9.12,2.2,8.73,2.3,9.12
1978,North Carolina,NC,2,7.93,2.2,8.73,2.2,8.73
1978,North Dakota,ND,2,7.93,2.2,8.73,2.2,8.73
1978,Ohio,OH,1.6,6.35,2.2,8.73,2.2,8.73
1978,Oklahoma,OK,1.8,7.14,2.2,8.73,2.2,8.73
1978,Oregon,OR,2.3,9.12,2.2,8.73,2.3,9.12
1978,Pennsylvania,PA,2.2,8.73,2.2,8.73,2.2,8.73
1978,Puerto Rico,None,0.76,3.02,2.2,8.73,2.2,8.73
1978,Rhode Island,RI,2.3,9.12,2.2,8.73,2.3,9.12
1978,South Carolina,SC,0,0,2.2,8.73,2.2,8.73
1978,South Dakota,SD,2,7.93,2.2,8.73,2.2,8.73
1978,Tennessee,TN,0,0,2.2,8.73,2.2,8.73
1978,Texas,TX,1.4,5.55,2.2,8.73,2.2,8.73
1978,U.S. Virgin Islands,None,0,0,2.2,8.73,2.2,8.73
1978,Utah,UT,1.55,6.15,2.2,8.73,2.2,8.73
1978,Vermont,VT,2.3,9.12,2.2,8.73,2.3,9.12
1978,Virginia,VA,2,7.93,2.2,8.73,2.2,8.73
1978,Washington,WA,2.2,8.73,2.2,8.73,2.2,8.73
1978,West Virginia,WV,2,7.93,2.2,8.73,2.2,8.73
1978,Wisconsin,WI,2.1,8.33,2.2,8.73,2.2,8.73
1978,Wyoming,WY,1.6,6.35,2.2,8.73,2.2,8.73
1979,Alabama,AL,0,0,2.9,10.33,2.9,10.33
1979,Alaska,AK,3.4,12.11,2.9,10.33,3.4,12.11
1979,Arizona,AZ,0,0,2.9,10.33,2.9,10.33
1979,Arkansas,AR,2.3,8.19,2.9,10.33,2.9,10.33
1979,California,CA,2.9,10.33,2.9,10.33,2.9,10.33
1979,Colorado,CO,1.9,6.77,2.9,10.33,2.9,10.33
1979,Connecticut,CT,2.91,10.37,2.9,10.33,2.91,10.37
1979,Delaware,DE,2,7.13,2.9,10.33,2.9,10.33
1979,District of Columbia,DC,2.46,8.76,2.9,10.33,2.9,10.33
1979,Florida,FL,0,0,2.9,10.33,2.9,10.33
1979,Georgia,GA,1.23,4.38,2.9,10.33,2.9,10.33
1979,Guam,None,2.9,10.33,2.9,10.33,2.9,10.33
1979,Hawaii,HI,2.65,9.44,2.9,10.33,2.9,10.33
1979,Idaho,ID,2.3,8.19,2.9,10.33,2.9,10.33
1979,Illinois,IL,2.3,8.19,2.9,10.33,2.9,10.33
1979,Indiana,IN,2,7.13,2.9,10.33,2.9,10.33
1979,Iowa,IA,0,0,2.9,10.33,2.9,10.33
1979,Kansas,KS,1.6,5.7,2.9,10.33,2.9,10.33
1979,Kentucky,KY,2,7.13,2.9,10.33,2.9,10.33
1979,Louisiana,LA,0,0,2.9,10.33,2.9,10.33
1979,Maine,ME,2.9,10.33,2.9,10.33,2.9,10.33
1979,Maryland,MD,2.9,10.33,2.9,10.33,2.9,10.33
1979,Massachusetts,MA,2.9,10.33,2.9,10.33,2.9,10.33
1979,Michigan,MI,2.9,10.33,2.9,10.33,2.9,10.33
1979,Minnesota,MN,2.3,8.19,2.9,10.33,2.9,10.33
1979,Mississippi,MS,0,0,2.9,10.33,2.9,10.33
1979,Missouri,MO,0,0,2.9,10.33,2.9,10.33
1979,Montana,MT,2,7.13,2.9,10.33,2.9,10.33
1979,Nebraska,NE,1.6,5.7,2.9,10.33,2.9,10.33
1979,Nevada,NV,2.75,9.8,2.9,10.33,2.9,10.33
1979,New Hampshire,NH,2.9,10.33,2.9,10.33,2.9,10.33
1979,New Jersey,NJ,2.5,8.91,2.9,10.33,2.9,10.33
1979,New Mexico,NM,2.3,8.19,2.9,10.33,2.9,10.33
1979,New York,NY,2.9,10.33,2.9,10.33,2.9,10.33
1979,North Carolina,NC,2.5,8.91,2.9,10.33,2.9,10.33
1979,North Dakota,ND,2.1,7.48,2.9,10.33,2.9,10.33
1979,Ohio,OH,2.3,8.19,2.9,10.33,2.9,10.33
1979,Oklahoma,OK,2,7.13,2.9,10.33,2.9,10.33
1979,Oregon,OR,2.3,8.19,2.9,10.33,2.9,10.33
1979,Pennsylvania,PA,2.9,10.33,2.9,10.33,2.9,10.33
1979,Puerto Rico,None,1.2,4.28,2.9,10.33,2.9,10.33
1979,Rhode Island,RI,2.3,8.19,2.9,10.33,2.9,10.33
1979,South Carolina,SC,0,0,2.9,10.33,2.9,10.33
1979,South Dakota,SD,2.3,8.19,2.9,10.33,2.9,10.33
1979,Tennessee,TN,0,0,2.9,10.33,2.9,10.33
1979,Texas,TX,1.4,4.99,2.9,10.33,2.9,10.33
1979,U.S. Virgin Islands,None,2.9,10.33,2.9,10.33,2.9,10.33
1979,Utah,UT,2.2,7.84,2.9,10.33,2.9,10.33
1979,Vermont,VT,2.9,10.33,2.9,10.33,2.9,10.33
1979,Virginia,VA,2.35,8.37,2.9,10.33,2.9,10.33
1979,Washington,WA,2.3,8.19,2.9,10.33,2.9,10.33
1979,West Virginia,WV,2.2,7.84,2.9,10.33,2.9,10.33
1979,Wisconsin,WI,2.8,9.98,2.9,10.33,2.9,10.33
1979,Wyoming,WY,1.6,5.7,2.9,10.33,2.9,10.33
1980,Alabama,AL,0,0,3.1,9.73,3.1,9.73
1980,Alaska,AK,3.6,11.3,3.1,9.73,3.6,11.3
1980,Arizona,AZ,0,0,3.1,9.73,3.1,9.73
1980,Arkansas,AR,2.55,8,3.1,9.73,3.1,9.73
1980,California,CA,2.9,9.1,3.1,9.73,3.1,9.73
1980,Colorado,CO,1.9,5.96,3.1,9.73,3.1,9.73
1980,Connecticut,CT,3.12,9.79,3.1,9.73,3.12,9.79
1980,Delaware,DE,2,6.28,3.1,9.73,3.1,9.73
1980,District of Columbia,DC,2.5,7.85,3.1,9.73,3.1,9.73
1980,Florida,FL,0,0,3.1,9.73,3.1,9.73
1980,Georgia,GA,1.25,3.92,3.1,9.73,3.1,9.73
1980,Guam,None,3.1,9.73,3.1,9.73,3.1,9.73
1980,Hawaii,HI,2.9,9.1,3.1,9.73,3.1,9.73
1980,Idaho,ID,2.3,7.22,3.1,9.73,3.1,9.73
1980,Illinois,IL,2.3,7.22,3.1,9.73,3.1,9.73
1980,Indiana,IN,2,6.28,3.1,9.73,3.1,9.73
1980,Iowa,IA,0,0,3.1,9.73,3.1,9.73
1980,Kansas,KS,1.6,5.02,3.1,9.73,3.1,9.73
1980,Kentucky,KY,2.15,6.75,3.1,9.73,3.1,9.73
1980,Louisiana,LA,0,0,3.1,9.73,3.1,9.73
1980,Maine,ME,3.1,9.73,3.1,9.73,3.1,9.73
1980,Maryland,MD,3.1,9.73,3.1,9.73,3.1,9.73
1980,Massachusetts,MA,3.1,9.73,3.1,9.73,3.1,9.73
1980,Michigan,MI,3.1,9.73,3.1,9.73,3.1,9.73
1980,Minnesota,MN,2.9,9.1,3.1,9.73,3.1,9.73
1980,Mississippi,MS,0,0,3.1,9.73,3.1,9.73
1980,Missouri,MO,0,0,3.1,9.73,3.1,9.73
1980,Montana,MT,2,6.28,3.1,9.73,3.1,9.73
1980,Nebraska,NE,1.6,5.02,3.1,9.73,3.1,9.73
1980,Nevada,NV,2.75,8.63,3.1,9.73,3.1,9.73
1980,New Hampshire,NH,3.1,9.73,3.1,9.73,3.1,9.73
1980,New Jersey,NJ,3.1,9.73,3.1,9.73,3.1,9.73
1980,New Mexico,NM,2.65,8.32,3.1,9.73,3.1,9.73
1980,New York,NY,3.1,9.73,3.1,9.73,3.1,9.73
1980,North Carolina,NC,2.75,8.63,3.1,9.73,3.1,9.73
1980,North Dakota,ND,2.6,8.16,3.1,9.73,3.1,9.73
1980,Ohio,OH,2.3,7.22,3.1,9.73,3.1,9.73
1980,Oklahoma,OK,2,6.28,3.1,9.73,3.1,9.73
1980,Oregon,OR,2.9,9.1,3.1,9.73,3.1,9.73
1980,Pennsylvania,PA,3.1,9.73,3.1,9.73,3.1,9.73
1980,Puerto Rico,None,1.2,3.77,3.1,9.73,3.1,9.73
1980,Rhode Island,RI,2.65,8.32,3.1,9.73,3.1,9.73
1980,South Carolina,SC,0,0,3.1,9.73,3.1,9.73
1980,South Dakota,SD,2.3,7.22,3.1,9.73,3.1,9.73
1980,Tennessee,TN,0,0,3.1,9.73,3.1,9.73
1980,Texas,TX,1.4,4.39,3.1,9.73,3.1,9.73
1980,U.S. Virgin Islands,None,3.1,9.73,3.1,9.73,3.1,9.73
1980,Utah,UT,2.35,7.38,3.1,9.73,3.1,9.73
1980,Vermont,VT,3.1,9.73,3.1,9.73,3.1,9.73
1980,Virginia,VA,2.35,7.38,3.1,9.73,3.1,9.73
1980,Washington,WA,2.3,7.22,3.1,9.73,3.1,9.73
1980,West Virginia,WV,2.2,6.91,3.1,9.73,3.1,9.73
1980,Wisconsin,WI,3,9.42,3.1,9.73,3.1,9.73
1980,Wyoming,WY,1.6,5.02,3.1,9.73,3.1,9.73
1981,Alabama,AL,0,0,3.35,9.53,3.35,9.53
1981,Alaska,AK,3.85,10.96,3.35,9.53,3.85,10.96
1981,Arizona,AZ,0,0,3.35,9.53,3.35,9.53
1981,Arkansas,AR,2.7,7.68,3.35,9.53,3.35,9.53
1981,California,CA,3.35,9.53,3.35,9.53,3.35,9.53
1981,Colorado,CO,1.9,5.41,3.35,9.53,3.35,9.53
1981,Connecticut,CT,3.37,9.59,3.35,9.53,3.37,9.59
1981,Delaware,DE,2,5.69,3.35,9.53,3.35,9.53
1981,District of Columbia,DC,2.5,7.11,3.35,9.53,3.35,9.53
1981,Florida,FL,0,0,3.35,9.53,3.35,9.53
1981,Georgia,GA,1.25,3.56,3.35,9.53,3.35,9.53
1981,Guam,None,3.35,9.53,3.35,9.53,3.35,9.53
1981,Hawaii,HI,3.1,8.82,3.35,9.53,3.35,9.53
1981,Idaho,ID,2.3,6.54,3.35,9.53,3.35,9.53
1981,Illinois,IL,2.3,6.54,3.35,9.53,3.35,9.53
1981,Indiana,IN,2,5.69,3.35,9.53,3.35,9.53
1981,Iowa,IA,0,0,3.35,9.53,3.35,9.53
1981,Kansas,KS,1.6,4.55,3.35,9.53,3.35,9.53
1981,Kentucky,KY,2.15,6.12,3.35,9.53,3.35,9.53
1981,Louisiana,LA,0,0,3.35,9.53,3.35,9.53
1981,Maine,ME,3.35,9.53,3.35,9.53,3.35,9.53
1981,Maryland,MD,3.35,9.53,3.35,9.53,3.35,9.53
1981,Massachusetts,MA,3.35,9.53,3.35,9.53,3.35,9.53
1981,Michigan,MI,3.35,9.53,3.35,9.53,3.35,9.53
1981,Minnesota,MN,3.1,8.82,3.35,9.53,3.35,9.53
1981,Mississippi,MS,0,0,3.35,9.53,3.35,9.53
1981,Missouri,MO,0,0,3.35,9.53,3.35,9.53
1981,Montana,MT,2,5.69,3.35,9.53,3.35,9.53
1981,Nebraska,NE,1.6,4.55,3.35,9.53,3.35,9.53
1981,Nevada,NV,2.75,7.83,3.35,9.53,3.35,9.53
1981,New Hampshire,NH,3.35,9.53,3.35,9.53,3.35,9.53
1981,New Jersey,NJ,3.35,9.53,3.35,9.53,3.35,9.53
1981,New Mexico,NM,2.9,8.25,3.35,9.53,3.35,9.53
1981,New York,NY,3.35,9.53,3.35,9.53,3.35,9.53
1981,North Carolina,NC,2.9,8.25,3.35,9.53,3.35,9.53
1981,North Dakota,ND,2.8,7.97,3.35,9.53,3.35,9.53
1981,Ohio,OH,2.3,6.54,3.35,9.53,3.35,9.53
1981,Oklahoma,OK,3.1,8.82,3.35,9.53,3.35,9.53
1981,Oregon,OR,3.1,8.82,3.35,9.53,3.35,9.53
1981,Pennsylvania,PA,3.35,9.53,3.35,9.53,3.35,9.53
1981,Puerto Rico,None,1.2,3.41,3.35,9.53,3.35,9.53
1981,Rhode Island,RI,2.9,8.25,3.35,9.53,3.35,9.53
1981,South Carolina,SC,0,0,3.35,9.53,3.35,9.53
1981,South Dakota,SD,2.3,6.54,3.35,9.53,3.35,9.53
1981,Tennessee,TN,0,0,3.35,9.53,3.35,9.53
1981,Texas,TX,1.4,3.98,3.35,9.53,3.35,9.53
1981,U.S. Virgin Islands,None,3.35,9.53,3.35,9.53,3.35,9.53
1981,Utah,UT,2.5,7.11,3.35,9.53,3.35,9.53
1981,Vermont,VT,3.35,9.53,3.35,9.53,3.35,9.53
1981,Virginia,VA,2.65,7.54,3.35,9.53,3.35,9.53
1981,Washington,WA,2.3,6.54,3.35,9.53,3.35,9.53
1981,West Virginia,WV,2.75,7.83,3.35,9.53,3.35,9.53
1981,Wisconsin,WI,3.25,9.25,3.35,9.53,3.35,9.53
1981,Wyoming,WY,1.6,4.55,3.35,9.53,3.35,9.53
1982,Alabama,AL,0,0,3.35,8.98,3.35,8.98
1982,Alaska,AK,3.85,10.32,3.35,8.98,3.85,10.32
1982,Arizona,AZ,0,0,3.35,8.98,3.35,8.98
1982,Arkansas,AR,2.7,7.24,3.35,8.98,3.35,8.98
1982,California,CA,3.35,8.98,3.35,8.98,3.35,8.98
1982,Colorado,CO,1.9,5.09,3.35,8.98,3.35,8.98
1982,Connecticut,CT,3.37,9.03,3.35,8.98,3.37,9.03
1982,Delaware,DE,2,5.36,3.35,8.98,3.35,8.98
1982,District of Columbia,DC,2.5,6.7,3.35,8.98,3.35,8.98
1982,Florida,FL,0,0,3.35,8.98,3.35,8.98
1982,Georgia,GA,1.25,3.35,3.35,8.98,3.35,8.98
1982,Guam,None,3.35,8.98,3.35,8.98,3.35,8.98
1982,Hawaii,HI,3.1,8.31,3.35,8.98,3.35,8.98
1982,Idaho,ID,2.3,6.16,3.35,8.98,3.35,8.98
1982,Illinois,IL,2.3,6.16,3.35,8.98,3.35,8.98
1982,Indiana,IN,2,5.36,3.35,8.98,3.35,8.98
1982,Iowa,IA,0,0,3.35,8.98,3.35,8.98
1982,Kansas,KS,1.6,4.29,3.35,8.98,3.35,8.98
1982,Kentucky,KY,2.15,5.76,3.35,8.98,3.35,8.98
1982,Louisiana,LA,0,0,3.35,8.98,3.35,8.98
1982,Maine,ME,3.35,8.98,3.35,8.98,3.35,8.98
1982,Maryland,MD,3.35,8.98,3.35,8.98,3.35,8.98
1982,Massachusetts,MA,3.35,8.98,3.35,8.98,3.35,8.98
1982,Michigan,MI,3.35,8.98,3.35,8.98,3.35,8.98
1982,Minnesota,MN,3.1,8.31,3.35,8.98,3.35,8.98
1982,Mississippi,MS,0,0,3.35,8.98,3.35,8.98
1982,Missouri,MO,0,0,3.35,8.98,3.35,8.98
1982,Montana,MT,2,5.36,3.35,8.98,3.35,8.98
1982,Nebraska,NE,1.6,4.29,3.35,8.98,3.35,8.98
1982,Nevada,NV,2.75,7.37,3.35,8.98,3.35,8.98
1982,New Hampshire,NH,3.35,8.98,3.35,8.98,3.35,8.98
1982,New Jersey,NJ,3.35,8.98,3.35,8.98,3.35,8.98
1982,New Mexico,NM,2.9,7.77,3.35,8.98,3.35,8.98
1982,New York,NY,3.35,8.98,3.35,8.98,3.35,8.98
1982,North Carolina,NC,2.9,7.77,3.35,8.98,3.35,8.98
1982,North Dakota,ND,2.8,7.51,3.35,8.98,3.35,8.98
1982,Ohio,OH,2.3,6.16,3.35,8.98,3.35,8.98
1982,Oklahoma,OK,3.1,8.31,3.35,8.98,3.35,8.98
1982,Oregon,OR,3.1,8.31,3.35,8.98,3.35,8.98
1982,Pennsylvania,PA,3.35,8.98,3.35,8.98,3.35,8.98
1982,Puerto Rico,None,1.2,3.22,3.35,8.98,3.35,8.98
1982,Rhode Island,RI,2.9,7.77,3.35,8.98,3.35,8.98
1982,South Carolina,SC,0,0,3.35,8.98,3.35,8.98
1982,South Dakota,SD,2.3,6.16,3.35,8.98,3.35,8.98
1982,Tennessee,TN,0,0,3.35,8.98,3.35,8.98
1982,Texas,TX,1.4,3.75,3.35,8.98,3.35,8.98
1982,U.S. Virgin Islands,None,3.35,8.98,3.35,8.98,3.35,8.98
1982,Utah,UT,2.5,6.7,3.35,8.98,3.35,8.98
1982,Vermont,VT,3.35,8.98,3.35,8.98,3.35,8.98
1982,Virginia,VA,2.65,7.1,3.35,8.98,3.35,8.98
1982,Washington,WA,2.3,6.16,3.35,8.98,3.35,8.98
1982,West Virginia,WV,2.75,7.37,3.35,8.98,3.35,8.98
1982,Wisconsin,WI,3.25,8.71,3.35,8.98,3.35,8.98
1982,Wyoming,WY,1.6,4.29,3.35,8.98,3.35,8.98
1983,Alabama,AL,0,0,3.35,8.7,3.35,8.7
1983,Alaska,AK,3.85,10,3.35,8.7,3.85,10
1983,Arizona,AZ,0,0,3.35,8.7,3.35,8.7
1983,Arkansas,AR,2.7,7.01,3.35,8.7,3.35,8.7
1983,California,CA,3.35,8.7,3.35,8.7,3.35,8.7
1983,Colorado,CO,1.9,4.93,3.35,8.7,3.35,8.7
1983,Connecticut,CT,3.37,8.75,3.35,8.7,3.37,8.75
1983,Delaware,DE,2,5.19,3.35,8.7,3.35,8.7
1983,District of Columbia,DC,2.5,6.49,3.35,8.7,3.35,8.7
1983,Florida,FL,0,0,3.35,8.7,3.35,8.7
1983,Georgia,GA,1.25,3.25,3.35,8.7,3.35,8.7
1983,Guam,None,3.35,8.7,3.35,8.7,3.35,8.7
1983,Hawaii,HI,3.1,8.05,3.35,8.7,3.35,8.7
1983,Idaho,ID,2.3,5.97,3.35,8.7,3.35,8.7
1983,Illinois,IL,2.3,5.97,3.35,8.7,3.35,8.7
1983,Indiana,IN,2,5.19,3.35,8.7,3.35,8.7
1983,Iowa,IA,0,0,3.35,8.7,3.35,8.7
1983,Kansas,KS,1.6,4.16,3.35,8.7,3.35,8.7
1983,Kentucky,KY,2.15,5.58,3.35,8.7,3.35,8.7
1983,Louisiana,LA,0,0,3.35,8.7,3.35,8.7
1983,Maine,ME,3.35,8.7,3.35,8.7,3.35,8.7
1983,Maryland,MD,3.35,8.7,3.35,8.7,3.35,8.7
1983,Massachusetts,MA,3.35,8.7,3.35,8.7,3.35,8.7
1983,Michigan,MI,3.35,8.7,3.35,8.7,3.35,8.7
1983,Minnesota,MN,3.1,8.05,3.35,8.7,3.35,8.7
1983,Mississippi,MS,0,0,3.35,8.7,3.35,8.7
1983,Missouri,MO,0,0,3.35,8.7,3.35,8.7
1983,Montana,MT,2,5.19,3.35,8.7,3.35,8.7
1983,Nebraska,NE,1.6,4.16,3.35,8.7,3.35,8.7
1983,Nevada,NV,2.75,7.14,3.35,8.7,3.35,8.7
1983,New Hampshire,NH,3.35,8.7,3.35,8.7,3.35,8.7
1983,New Jersey,NJ,3.35,8.7,3.35,8.7,3.35,8.7
1983,New Mexico,NM,2.9,7.53,3.35,8.7,3.35,8.7
1983,New York,NY,3.35,8.7,3.35,8.7,3.35,8.7
1983,North Carolina,NC,2.9,7.53,3.35,8.7,3.35,8.7
1983,North Dakota,ND,2.8,7.27,3.35,8.7,3.35,8.7
1983,Ohio,OH,2.3,5.97,3.35,8.7,3.35,8.7
1983,Oklahoma,OK,3.1,8.05,3.35,8.7,3.35,8.7
1983,Oregon,OR,3.1,8.05,3.35,8.7,3.35,8.7
1983,Pennsylvania,PA,3.35,8.7,3.35,8.7,3.35,8.7
1983,Puerto Rico,None,1.2,3.12,3.35,8.7,3.35,8.7
1983,Rhode Island,RI,2.9,7.53,3.35,8.7,3.35,8.7
1983,South Carolina,SC,0,0,3.35,8.7,3.35,8.7
1983,South Dakota,SD,2.3,5.97,3.35,8.7,3.35,8.7
1983,Tennessee,TN,0,0,3.35,8.7,3.35,8.7
1983,Texas,TX,1.4,3.64,3.35,8.7,3.35,8.7
1983,U.S. Virgin Islands,None,3.35,8.7,3.35,8.7,3.35,8.7
1983,Utah,UT,2.5,6.49,3.35,8.7,3.35,8.7
1983,Vermont,VT,3.35,8.7,3.35,8.7,3.35,8.7
1983,Virginia,VA,2.65,6.88,3.35,8.7,3.35,8.7
1983,Washington,WA,2.3,5.97,3.35,8.7,3.35,8.7
1983,West Virginia,WV,2.75,7.14,3.35,8.7,3.35,8.7
1983,Wisconsin,WI,3.25,8.44,3.35,8.7,3.35,8.7
1983,Wyoming,WY,1.6,4.16,3.35,8.7,3.35,8.7
1984,Alabama,AL,0,0,3.35,8.34,3.35,8.34
1984,Alaska,AK,3.85,9.58,3.35,8.34,3.85,9.58
1984,Arizona,AZ,0,0,3.35,8.34,3.35,8.34
1984,Arkansas,AR,2.7,6.72,3.35,8.34,3.35,8.34
1984,California,CA,3.35,8.34,3.35,8.34,3.35,8.34
1984,Colorado,CO,1.9,4.73,3.35,8.34,3.35,8.34
1984,Connecticut,CT,3.37,8.39,3.35,8.34,3.37,8.39
1984,Delaware,DE,2,4.98,3.35,8.34,3.35,8.34
1984,District of Columbia,DC,2.5,6.22,3.35,8.34,3.35,8.34
1984,Florida,FL,0,0,3.35,8.34,3.35,8.34
1984,Georgia,GA,1.25,3.11,3.35,8.34,3.35,8.34
1984,Guam,None,3.35,8.34,3.35,8.34,3.35,8.34
1984,Hawaii,HI,3.1,7.72,3.35,8.34,3.35,8.34
1984,Idaho,ID,2.3,5.73,3.35,8.34,3.35,8.34
1984,Illinois,IL,2.3,5.73,3.35,8.34,3.35,8.34
1984,Indiana,IN,2,4.98,3.35,8.34,3.35,8.34
1984,Iowa,IA,0,0,3.35,8.34,3.35,8.34
1984,Kansas,KS,1.6,3.98,3.35,8.34,3.35,8.34
1984,Kentucky,KY,2.15,5.35,3.35,8.34,3.35,8.34
1984,Louisiana,LA,0,0,3.35,8.34,3.35,8.34
1984,Maine,ME,3.35,8.34,3.35,8.34,3.35,8.34
1984,Maryland,MD,3.35,8.34,3.35,8.34,3.35,8.34
1984,Massachusetts,MA,3.35,8.34,3.35,8.34,3.35,8.34
1984,Michigan,MI,3.35,8.34,3.35,8.34,3.35,8.34
1984,Minnesota,MN,3.1,7.72,3.35,8.34,3.35,8.34
1984,Mississippi,MS,0,0,3.35,8.34,3.35,8.34
1984,Missouri,MO,0,0,3.35,8.34,3.35,8.34
1984,Montana,MT,2,4.98,3.35,8.34,3.35,8.34
1984,Nebraska,NE,1.6,3.98,3.35,8.34,3.35,8.34
1984,Nevada,NV,2.75,6.85,3.35,8.34,3.35,8.34
1984,New Hampshire,NH,3.35,8.34,3.35,8.34,3.35,8.34
1984,New Jersey,NJ,3.35,8.34,3.35,8.34,3.35,8.34
1984,New Mexico,NM,2.9,7.22,3.35,8.34,3.35,8.34
1984,New York,NY,3.35,8.34,3.35,8.34,3.35,8.34
1984,North Carolina,NC,2.9,7.22,3.35,8.34,3.35,8.34
1984,North Dakota,ND,2.8,6.97,3.35,8.34,3.35,8.34
1984,Ohio,OH,2.3,5.73,3.35,8.34,3.35,8.34
1984,Oklahoma,OK,3.1,7.72,3.35,8.34,3.35,8.34
1984,Oregon,OR,3.1,7.72,3.35,8.34,3.35,8.34
1984,Pennsylvania,PA,3.35,8.34,3.35,8.34,3.35,8.34
1984,Puerto Rico,None,1.2,2.99,3.35,8.34,3.35,8.34
