Year,State,State_code,State_Minimum_Wage,State_Minimum_Wage_2020_Dollars,Federal_Minimum_Wage,Federal_Minimum_Wage_2020_Dollars,Effective_Minimum_Wage,Effective_Minimum_Wage_2020_Dollars
1984,Rhode Island,RI,2.9,7.22,3.35,8.34,3.35,8.34
1984,South Carolina,SC,0,0,3.35,8.34,3.35,8.34
1984,South Dakota,SD,2.3,5.73,3.35,8.34,3.35,8.34
1984,Tennessee,TN,0,0,3.35,8.34,3.35,8.34
1984,Texas,TX,1.4,3.49,3.35,8.34,3.35,8.34
1984,U.S. Virgin Islands,None,3.35,8.34,3.35,8.34,3.35,8.34
1984,Utah,UT,2.5,6.22,3.35,8.34,3.35,8.34
1984,Vermont,VT,3.35,8.34,3.35,8.34,3.35,8.34
1984,Virginia,VA,2.65,6.6,3.35,8.34,3.35,8.34
1984,Washington,WA,2.3,5.73,3.35,8.34,3.35,8.34
1984,West Virginia,WV,2.75,6.85,3.35,8.34,3.35,8.34
1984,Wisconsin,WI,3.25,8.09,3.35,8.34,3.35,8.34
1984,Wyoming,WY,1.6,3.98,3.35,8.34,3.35,8.34
1985,Alabama,AL,0,0,3.35,8.05,3.35,8.05
1985,Alaska,AK,3.85,9.26,3.35,8.05,3.85,9.26
1985,Arizona,AZ,0,0,3.35,8.05,3.35,8.05
1985,Arkansas,AR,2.7,6.49,3.35,8.05,3.35,8.05
1985,California,CA,3.35,8.05,3.35,8.05,3.35,8.05
1985,Colorado,CO,1.9,4.57,3.35,8.05,3.35,8.05
1985,Connecticut,CT,3.37,8.1,3.35,8.05,3.37,8.1
1985,Delaware,DE,2,4.81,3.35,8.05,3.35,8.05
1985,District of Columbia,DC,2.5,6.01,3.35,8.05,3.35,8.05
1985,Florida,FL,0,0,3.35,8.05,3.35,8.05
1985,Georgia,GA,1.25,3,3.35,8.05,3.35,8.05
1985,Guam,None,3.35,8.05,3.35,8.05,3.35,8.05
1985,Hawaii,HI,3.1,7.45,3.35,8.05,3.35,8.05
1985,Idaho,ID,2.3,5.53,3.35,8.05,3.35,8.05
1985,Illinois,IL,2.3,5.53,3.35,8.05,3.35,8.05
1985,Indiana,IN,2,4.81,3.35,8.05,3.35,8.05
1985,Iowa,IA,0,0,3.35,8.05,3.35,8.05
1985,Kansas,KS,1.6,3.85,3.35,8.05,3.35,8.05
1985,Kentucky,KY,2.15,5.17,3.35,8.05,3.35,8.05
1985,Louisiana,LA,0,0,3.35,8.05,3.35,8.05
1985,Maine,ME,3.35,8.05,3.35,8.05,3.35,8.05
1985,Maryland,MD,3.35,8.05,3.35,8.05,3.35,8.05
1985,Massachusetts,MA,3.35,8.05,3.35,8.05,3.35,8.05
1985,Michigan,MI,3.35,8.05,3.35,8.05,3.35,8.05
1985,Minnesota,MN,3.1,7.45,3.35,8.05,3.35,8.05
1985,Mississippi,MS,0,0,3.35,8.05,3.35,8.05
1985,Missouri,MO,0,0,3.35,8.05,3.35,8.05
1985,Montana,MT,2,4.81,3.35,8.05,3.35,8.05
1985,Nebraska,NE,1.6,3.85,3.35,8.05,3.35,8.05
1985,Nevada,NV,2.75,6.61,3.35,8.05,3.35,8.05
1985,New Hampshire,NH,3.35,8.05,3.35,8.05,3.35,8.05
1985,New Jersey,NJ,3.35,8.05,3.35,8.05,3.35,8.05
1985,New Mexico,NM,2.9,6.97,3.35,8.05,3.35,8.05
1985,New York,NY,3.35,8.05,3.35,8.05,3.35,8.05
1985,North Carolina,NC,2.9,6.97,3.35,8.05,3.35,8.05
1985,North Dakota,ND,2.8,6.73,3.35,8.05,3.35,8.05
1985,Ohio,OH,2.3,5.53,3.35,8.05,3.35,8.05
1985,Oklahoma,OK,3.1,7.45,3.35,8.05,3.35,8.05
1985,Oregon,OR,3.1,7.45,3.35,8.05,3.35,8.05
1985,Pennsylvania,PA,3.35,8.05,3.35,8.05,3.35,8.05
1985,Puerto Rico,None,1.2,2.88,3.35,8.05,3.35,8.05
1985,Rhode Island,RI,2.9,6.97,3.35,8.05,3.35,8.05
1985,South Carolina,SC,0,0,3.35,8.05,3.35,8.05
1985,South Dakota,SD,2.3,5.53,3.35,8.05,3.35,8.05
1985,Tennessee,TN,0,0,3.35,8.05,3.35,8.05
1985,Texas,TX,1.4,3.37,3.35,8.05,3.35,8.05
1985,U.S. Virgin Islands,None,3.35,8.05,3.35,8.05,3.35,8.05
1985,Utah,UT,2.5,6.01,3.35,8.05,3.35,8.05
1985,Vermont,VT,3.35,8.05,3.35,8.05,3.35,8.05
1985,Virginia,VA,2.65,6.37,3.35,8.05,3.35,8.05
1985,Washington,WA,2.3,5.53,3.35,8.05,3.35,8.05
1985,West Virginia,WV,2.75,6.61,3.35,8.05,3.35,8.05
1985,Wisconsin,WI,3.25,7.81,3.35,8.05,3.35,8.05
1985,Wyoming,WY,1.6,3.85,3.35,8.05,3.35,8.05
1986,Alabama,AL,0,0,3.35,7.91,3.35,7.91
1986,Alaska,AK,3.85,9.09,3.35,7.91,3.85,9.09
1986,Arizona,AZ,0,0,3.35,7.91,3.35,7.91
1986,Arkansas,AR,2.7,6.37,3.35,7.91,3.35,7.91
1986,California,CA,3.35,7.91,3.35,7.91,3.35,7.91
1986,Colorado,CO,1.9,4.48,3.35,7.91,3.35,7.91
1986,Connecticut,CT,3.37,7.95,3.35,7.91,3.37,7.95
1986,Delaware,DE,2,4.72,3.35,7.91,3.35,7.91
1986,District of Columbia,DC,2.5,5.9,3.35,7.91,3.35,7.91
1986,Florida,FL,0,0,3.35,7.91,3.35,7.91
1986,Georgia,GA,1.25,2.95,3.35,7.91,3.35,7.91
1986,Guam,None,3.35,7.91,3.35,7.91,3.35,7.91
1986,Hawaii,HI,3.1,7.32,3.35,7.91,3.35,7.91
1986,Idaho,ID,2.3,5.43,3.35,7.91,3.35,7.91
1986,Illinois,IL,2.3,5.43,3.35,7.91,3.35,7.91
1986,Indiana,IN,2,4.72,3.35,7.91,3.35,7.91
1986,Iowa,IA,0,0,3.35,7.91,3.35,7.91
1986,Kansas,KS,1.6,3.78,3.35,7.91,3.35,7.91
1986,Kentucky,KY,2.15,5.07,3.35,7.91,3.35,7.91
1986,Louisiana,LA,0,0,3.35,7.91,3.35,7.91
1986,Maine,ME,3.35,7.91,3.35,7.91,3.35,7.91
1986,Maryland,MD,3.35,7.91,3.35,7.91,3.35,7.91
1986,Massachusetts,MA,3.35,7.91,3.35,7.91,3.35,7.91
1986,Michigan,MI,3.35,7.91,3.35,7.91,3.35,7.91
1986,Minnesota,MN,3.1,7.32,3.35,7.91,3.35,7.91
1986,Mississippi,MS,0,0,3.35,7.91,3.35,7.91
1986,Missouri,MO,0,0,3.35,7.91,3.35,7.91
1986,Montana,MT,2,4.72,3.35,7.91,3.35,7.91
1986,Nebraska,NE,1.6,3.78,3.35,7.91,3.35,7.91
1986,Nevada,NV,2.75,6.49,3.35,7.91,3.35,7.91
1986,New Hampshire,NH,3.35,7.91,3.35,7.91,3.35,7.91
1986,New Jersey,NJ,3.35,7.91,3.35,7.91,3.35,7.91
1986,New Mexico,NM,2.9,6.84,3.35,7.91,3.35,7.91
1986,New York,NY,3.35,7.91,3.35,7.91,3.35,7.91
1986,North Carolina,NC,2.9,6.84,3.35,7.91,3.35,7.91
1986,North Dakota,ND,2.8,6.61,3.35,7.91,3.35,7.91
1986,Ohio,OH,2.3,5.43,3.35,7.91,3.35,7.91
1986,Oklahoma,OK,3.1,7.32,3.35,7.91,3.35,7.91
1986,Oregon,OR,3.1,7.32,3.35,7.91,3.35,7.91
1986,Pennsylvania,PA,3.35,7.91,3.35,7.91,3.35,7.91
1986,Puerto Rico,None,1.2,2.83,3.35,7.91,3.35,7.91
1986,Rhode Island,RI,2.9,6.84,3.35,7.91,3.35,7.91
1986,South Carolina,SC,0,0,3.35,7.91,3.35,7.91
1986,South Dakota,SD,2.3,5.43,3.35,7.91,3.35,7.91
1986,Tennessee,TN,0,0,3.35,7.91,3.35,7.91
1986,Texas,TX,1.4,3.3,3.35,7.91,3.35,7.91
1986,U.S. Virgin Islands,None,3.35,7.91,3.35,7.91,3.35,7.91
1986,Utah,UT,2.5,5.9,3.35,7.91,3.35,7.91
1986,Vermont,VT,3.35,7.91,3.35,7.91,3.35,7.91
1986,Virginia,VA,2.65,6.25,3.35,7.91,3.35,7.91
1986,Washington,WA,2.3,5.43,3.35,7.91,3.35,7.91
1986,West Virginia,WV,2.75,6.49,3.35,7.91,3.35,7.91
1986,Wisconsin,WI,3.25,7.67,3.35,7.91,3.35,7.91
1986,Wyoming,WY,1.6,3.78,3.35,7.91,3.35,7.91
1987,Alabama,AL,0,0,3.35,7.63,3.35,7.63
1987,Alaska,AK,3.85,8.77,3.35,7.63,3.85,8.77
1987,Arizona,AZ,0,0,3.35,7.63,3.35,7.63
1987,Arkansas,AR,2.7,6.15,3.35,7.63,3.35,7.63
1987,California,CA,3.35,7.63,3.35,7.63,3.35,7.63
1987,Colorado,CO,1.9,4.33,3.35,7.63,3.35,7.63
1987,Connecticut,CT,3.37,7.67,3.35,7.63,3.37,7.67
1987,Delaware,DE,2,4.55,3.35,7.63,3.35,7.63
1987,District of Columbia,DC,2.5,5.69,3.35,7.63,3.35,7.63
1987,Florida,FL,0,0,3.35,7.63,3.35,7.63
1987,Georgia,GA,1.25,2.85,3.35,7.63,3.35,7.63
1987,Guam,None,3.35,7.63,3.35,7.63,3.35,7.63
1987,Hawaii,HI,3.1,7.06,3.35,7.63,3.35,7.63
1987,Idaho,ID,2.3,5.24,3.35,7.63,3.35,7.63
1987,Illinois,IL,2.3,5.24,3.35,7.63,3.35,7.63
1987,Indiana,IN,2,4.55,3.35,7.63,3.35,7.63
1987,Iowa,IA,0,0,3.35,7.63,3.35,7.63
1987,Kansas,KS,1.6,3.64,3.35,7.63,3.35,7.63
1987,Kentucky,KY,2.15,4.9,3.35,7.63,3.35,7.63
1987,Louisiana,LA,0,0,3.35,7.63,3.35,7.63
1987,Maine,ME,3.35,7.63,3.35,7.63,3.35,7.63
1987,Maryland,MD,3.35,7.63,3.35,7.63,3.35,7.63
1987,Massachusetts,MA,3.35,7.63,3.35,7.63,3.35,7.63
1987,Michigan,MI,3.35,7.63,3.35,7.63,3.35,7.63
1987,Minnesota,MN,3.1,7.06,3.35,7.63,3.35,7.63
1987,Mississippi,MS,0,0,3.35,7.63,3.35,7.63
1987,Missouri,MO,0,0,3.35,7.63,3.35,7.63
1987,Montana,MT,2,4.55,3.35,7.63,3.35,7.63
1987,Nebraska,NE,1.6,3.64,3.35,7.63,3.35,7.63
1987,Nevada,NV,2.75,6.26,3.35,7.63,3.35,7.63
1987,New Hampshire,NH,3.35,7.63,3.35,7.63,3.35,7.63
1987,New Jersey,NJ,3.35,7.63,3.35,7.63,3.35,7.63
1987,New Mexico,NM,2.9,6.6,3.35,7.63,3.35,7.63
1987,New York,NY,3.35,7.63,3.35,7.63,3.35,7.63
1987,North Carolina,NC,2.9,6.6,3.35,7.63,3.35,7.63
1987,North Dakota,ND,2.8,6.38,3.35,7.63,3.35,7.63
1987,Ohio,OH,2.3,5.24,3.35,7.63,3.35,7.63
1987,Oklahoma,OK,3.1,7.06,3.35,7.63,3.35,7.63
1987,Oregon,OR,3.1,7.06,3.35,7.63,3.35,7.63
1987,Pennsylvania,PA,3.35,7.63,3.35,7.63,3.35,7.63
1987,Puerto Rico,None,1.2,2.73,3.35,7.63,3.35,7.63
1987,Rhode Island,RI,2.9,6.6,3.35,7.63,3.35,7.63
1987,South Carolina,SC,0,0,3.35,7.63,3.35,7.63
1987,South Dakota,SD,2.3,5.24,3.35,7.63,3.35,7.63
1987,Tennessee,TN,0,0,3.35,7.63,3.35,7.63
1987,Texas,TX,1.4,3.19,3.35,7.63,3.35,7.63
1987,U.S. Virgin Islands,None,3.35,7.63,3.35,7.63,3.35,7.63
1987,Utah,UT,2.5,5.69,3.35,7.63,3.35,7.63
1987,Vermont,VT,3.35,7.63,3.35,7.63,3.35,7.63
1987,Virginia,VA,2.65,6.03,3.35,7.63,3.35,7.63
1987,Washington,WA,2.3,5.24,3.35,7.63,3.35,7.63
1987,West Virginia,WV,2.75,6.26,3.35,7.63,3.35,7.63
1987,Wisconsin,WI,3.25,7.4,3.35,7.63,3.35,7.63
1987,Wyoming,WY,1.6,3.64,3.35,7.63,3.35,7.63
1988,Alabama,AL,0,0,3.35,7.32,3.35,7.32
1988,Alaska,AK,3.85,8.42,3.35,7.32,3.85,8.42
1988,Arizona,AZ,0,0,3.35,7.32,3.35,7.32
1988,Arkansas,AR,3.25,7.11,3.35,7.32,3.35,7.32
1988,California,CA,3.35,7.32,3.35,7.32,3.35,7.32
1988,Colorado,CO,3,6.56,3.35,7.32,3.35,7.32
1988,Connecticut,CT,3.75,8.2,3.35,7.32,3.75,8.2
1988,Delaware,DE,3.35,7.32,3.35,7.32,3.35,7.32
1988,District of Columbia,DC,3.5,7.65,3.35,7.32,3.5,7.65
1988,Florida,FL,0,0,3.35,7.32,3.35,7.32
1988,Georgia,GA,3.25,7.11,3.35,7.32,3.35,7.32
1988,Guam,None,3.35,7.32,3.35,7.32,3.35,7.32
1988,Hawaii,HI,3.85,8.42,3.35,7.32,3.85,8.42
1988,Idaho,ID,2.3,5.03,3.35,7.32,3.35,7.32
1988,Illinois,IL,3.35,7.32,3.35,7.32,3.35,7.32
1988,Indiana,IN,2,4.37,3.35,7.32,3.35,7.32
1988,Iowa,IA,0,0,3.35,7.32,3.35,7.32
1988,Kansas,KS,1.6,3.5,3.35,7.32,3.35,7.32
1988,Kentucky,KY,3.35,7.32,3.35,7.32,3.35,7.32
1988,Louisiana,LA,0,0,3.35,7.32,3.35,7.32
1988,Maine,ME,3.65,7.98,3.35,7.32,3.65,7.98
1988,Maryland,MD,3.35,7.32,3.35,7.32,3.35,7.32
1988,Massachusetts,MA,3.65,7.98,3.35,7.32,3.65,7.98
1988,Michigan,MI,3.35,7.32,3.35,7.32,3.35,7.32
1988,Minnesota,MN,3.55,7.76,3.35,7.32,3.55,7.76
1988,Mississippi,MS,0,0,3.35,7.32,3.35,7.32
1988,Missouri,MO,0,0,3.35,7.32,3.35,7.32
1988,Montana,MT,3.35,7.32,3.35,7.32,3.35,7.32
1988,Nebraska,NE,3.35,7.32,3.35,7.32,3.35,7.32
1988,Nevada,NV,3.35,7.32,3.35,7.32,3.35,7.32
1988,New Hampshire,NH,3.55,7.76,3.35,7.32,3.55,7.76
1988,New Jersey,NJ,3.35,7.32,3.35,7.32,3.35,7.32
1988,New Mexico,NM,3.35,7.32,3.35,7.32,3.35,7.32
1988,New York,NY,3.35,7.32,3.35,7.32,3.35,7.32
1988,North Carolina,NC,3.35,7.32,3.35,7.32,3.35,7.32
1988,North Dakota,ND,2.8,6.12,3.35,7.32,3.35,7.32
1988,Ohio,OH,2.3,5.03,3.35,7.32,3.35,7.32
1988,Oklahoma,OK,3.35,7.32,3.35,7.32,3.35,7.32
1988,Oregon,OR,3.35,7.32,3.35,7.32,3.35,7.32
1988,Pennsylvania,PA,3.35,7.32,3.35,7.32,3.35,7.32
1988,Puerto Rico,None,1.2,2.62,3.35,7.32,3.35,7.32
1988,Rhode Island,RI,3.65,7.98,3.35,7.32,3.65,7.98
1988,South Carolina,SC,0,0,3.35,7.32,3.35,7.32
1988,South Dakota,SD,2.8,6.12,3.35,7.32,3.35,7.32
1988,Tennessee,TN,0,0,3.35,7.32,3.35,7.32
1988,Texas,TX,3.35,7.32,3.35,7.32,3.35,7.32
1988,U.S. Virgin Islands,None,3.35,7.32,3.35,7.32,3.35,7.32
1988,Utah,UT,2.5,5.47,3.35,7.32,3.35,7.32
1988,Vermont,VT,3.55,7.76,3.35,7.32,3.55,7.76
1988,Virginia,VA,2.65,5.79,3.35,7.32,3.35,7.32
1988,Washington,WA,2.3,5.03,3.35,7.32,3.35,7.32
1988,West Virginia,WV,3.35,7.32,3.35,7.32,3.35,7.32
1988,Wisconsin,WI,3.35,7.32,3.35,7.32,3.35,7.32
1988,Wyoming,WY,1.6,3.5,3.35,7.32,3.35,7.32
1989,Alabama,AL,0,0,3.35,6.99,3.35,6.99
1989,Alaska,AK,3.85,8.03,3.35,6.99,3.85,8.03
1989,Arizona,AZ,0,0,3.35,6.99,3.35,6.99
1989,Arkansas,AR,3.25,6.78,3.35,6.99,3.35,6.99
1989,California,CA,3.35,6.99,3.35,6.99,3.35,6.99
1989,Colorado,CO,3,6.26,3.35,6.99,3.35,6.99
1989,Connecticut,CT,3.75,7.82,3.35,6.99,3.75,7.82
1989,Delaware,DE,3.35,6.99,3.35,6.99,3.35,6.99
1989,District of Columbia,DC,3.5,7.3,3.35,6.99,3.5,7.3
1989,Florida,FL,0,0,3.35,6.99,3.35,6.99
1989,Georgia,GA,3.25,6.78,3.35,6.99,3.35,6.99
1989,Guam,None,3.35,6.99,3.35,6.99,3.35,6.99
1989,Hawaii,HI,3.85,8.03,3.35,6.99,3.85,8.03
1989,Idaho,ID,2.3,4.8,3.35,6.99,3.35,6.99
1989,Illinois,IL,3.35,6.99,3.35,6.99,3.35,6.99
1989,Indiana,IN,2,4.17,3.35,6.99,3.35,6.99
1989,Iowa,IA,0,0,3.35,6.99,3.35,6.99
1989,Kansas,KS,1.6,3.34,3.35,6.99,3.35,6.99
1989,Kentucky,KY,3.35,6.99,3.35,6.99,3.35,6.99
1989,Louisiana,LA,0,0,3.35,6.99,3.35,6.99
1989,Maine,ME,3.65,7.61,3.35,6.99,3.65,7.61
1989,Maryland,MD,3.35,6.99,3.35,6.99,3.35,6.99
1989,Massachusetts,MA,3.65,7.61,3.35,6.99,3.65,7.61
1989,Michigan,MI,3.35,6.99,3.35,6.99,3.35,6.99
1989,Minnesota,MN,3.55,7.41,3.35,6.99,3.55,7.41
1989,Mississippi,MS,0,0,3.35,6.99,3.35,6.99
1989,Missouri,MO,0,0,3.35,6.99,3.35,6.99
1989,Montana,MT,3.35,6.99,3.35,6.99,3.35,6.99
1989,Nebraska,NE,3.35,6.99,3.35,6.99,3.35,6.99
1989,Nevada,NV,3.35,6.99,3.35,6.99,3.35,6.99
1989,New Hampshire,NH,3.55,7.41,3.35,6.99,3.55,7.41
1989,New Jersey,NJ,3.35,6.99,3.35,6.99,3.35,6.99
1989,New Mexico,NM,3.35,6.99,3.35,6.99,3.35,6.99
1989,New York,NY,3.35,6.99,3.35,6.99,3.35,6.99
1989,North Carolina,NC,3.35,6.99,3.35,6.99,3.35,6.99
1989,North Dakota,ND,2.8,5.84,3.35,6.99,3.35,6.99
1989,Ohio,OH,2.3,4.8,3.35,6.99,3.35,6.99
1989,Oklahoma,OK,3.35,6.99,3.35,6.99,3.35,6.99
1989,Oregon,OR,3.35,6.99,3.35,6.99,3.35,6.99
1989,Pennsylvania,PA,3.35,6.99,3.35,6.99,3.35,6.99
1989,Puerto Rico,None,1.2,2.5,3.35,6.99,3.35,6.99
1989,Rhode Island,RI,3.65,7.61,3.35,6.99,3.65,7.61
1989,South Carolina,SC,0,0,3.35,6.99,3.35,6.99
1989,South Dakota,SD,2.8,5.84,3.35,6.99,3.35,6.99
1989,Tennessee,TN,0,0,3.35,6.99,3.35,6.99
1989,Texas,TX,3.35,6.99,3.35,6.99,3.35,6.99
1989,U.S. Virgin Islands,None,3.35,6.99,3.35,6.99,3.35,6.99
1989,Utah,UT,2.5,5.21,3.35,6.99,3.35,6.99
1989,Vermont,VT,3.55,7.41,3.35,6.99,3.55,7.41
1989,Virginia,VA,2.65,5.53,3.35,6.99,3.35,6.99
1989,Washington,WA,2.3,4.8,3.35,6.99,3.35,6.99
1989,West Virginia,WV,3.35,6.99,3.35,6.99,3.35,6.99
1989,Wisconsin,WI,3.35,6.99,3.35,6.99,3.35,6.99
1989,Wyoming,WY,1.6,3.34,3.35,6.99,3.35,6.99
1990,Alabama,AL,0,0,3.35,6.63,3.35,6.63
1990,Alaska,AK,3.85,7.62,3.35,6.63,3.85,7.62
1990,Arizona,AZ,0,0,3.35,6.63,3.35,6.63
1990,Arkansas,AR,3.25,6.43,3.35,6.63,3.35,6.63
1990,California,CA,3.35,6.63,3.35,6.63,3.35,6.63
1990,Colorado,CO,3,5.94,3.35,6.63,3.35,6.63
1990,Connecticut,CT,3.75,7.42,3.35,6.63,3.75,7.42
1990,Delaware,DE,3.35,6.63,3.35,6.63,3.35,6.63
1990,District of Columbia,DC,3.5,6.93,3.35,6.63,3.5,6.93
1990,Florida,FL,0,0,3.35,6.63,3.35,6.63
1990,Georgia,GA,3.25,6.43,3.35,6.63,3.35,6.63
1990,Guam,None,3.35,6.63,3.35,6.63,3.35,6.63
1990,Hawaii,HI,3.85,7.62,3.35,6.63,3.85,7.62
1990,Idaho,ID,2.3,4.55,3.35,6.63,3.35,6.63
1990,Illinois,IL,3.35,6.63,3.35,6.63,3.35,6.63
1990,Indiana,IN,2,3.96,3.35,6.63,3.35,6.63
1990,Iowa,IA,0,0,3.35,6.63,3.35,6.63
1990,Kansas,KS,1.6,3.17,3.35,6.63,3.35,6.63
1990,Kentucky,KY,3.35,6.63,3.35,6.63,3.35,6.63
1990,Louisiana,LA,0,0,3.35,6.63,3.35,6.63
1990,Maine,ME,3.65,7.22,3.35,6.63,3.65,7.22
1990,Maryland,MD,3.35,6.63,3.35,6.63,3.35,6.63
1990,Massachusetts,MA,3.65,7.22,3.35,6.63,3.65,7.22
1990,Michigan,MI,3.35,6.63,3.35,6.63,3.35,6.63
1990,Minnesota,MN,3.55,7.03,3.35,6.63,3.55,7.03
1990,Mississippi,MS,0,0,3.35,6.63,3.35,6.63
1990,Missouri,MO,0,0,3.35,6.63,3.35,6.63
1990,Montana,MT,3.35,6.63,3.35,6.63,3.35,6.63
1990,Nebraska,NE,3.35,6.63,3.35,6.63,3.35,6.63
1990,Nevada,NV,3.35,6.63,3.35,6.63,3.35,6.63
1990,New Hampshire,NH,3.55,7.03,3.35,6.63,3.55,7.03
1990,New Jersey,NJ,3.35,6.63,3.35,6.63,3.35,6.63
1990,New Mexico,NM,3.35,6.63,3.35,6.63,3.35,6.63
1990,New York,NY,3.35,6.63,3.35,6.63,3.35,6.63
1990,North Carolina,NC,3.35,6.63,3.35,6.63,3.35,6.63
1990,North Dakota,ND,2.8,5.54,3.35,6.63,3.35,6.63
1990,Ohio,OH,2.3,4.55,3.35,6.63,3.35,6.63
1990,Oklahoma,OK,3.35,6.63,3.35,6.63,3.35,6.63
1990,Oregon,OR,3.35,6.63,3.35,6.63,3.35,6.63
1990,Pennsylvania,PA,3.35,6.63,3.35,6.63,3.35,6.63
1990,Puerto Rico,None,1.2,2.37,3.35,6.63,3.35,6.63
1990,Rhode Island,RI,3.65,7.22,3.35,6.63,3.65,7.22
1990,South Carolina,SC,0,0,3.35,6.63,3.35,6.63
1990,South Dakota,SD,2.8,5.54,3.35,6.63,3.35,6.63
1990,Tennessee,TN,0,0,3.35,6.63,3.35,6.63
1990,Texas,TX,3.35,6.63,3.35,6.63,3.35,6.63
1990,U.S. Virgin Islands,None,3.35,6.63,3.35,6.63,3.35,6.63
1990,Utah,UT,2.5,4.95,3.35,6.63,3.35,6.63
1990,Vermont,VT,3.55,7.03,3.35,6.63,3.55,7.03
1990,Virginia,VA,2.65,5.24,3.35,6.63,3.35,6.63
1990,Washington,WA,2.3,4.55,3.35,6.63,3.35,6.63
1990,West Virginia,WV,3.35,6.63,3.35,6.63,3.35,6.63
1990,Wisconsin,WI,3.35,6.63,3.35,6.63,3.35,6.63
1990,Wyoming,WY,1.6,3.17,3.35,6.63,3.35,6.63
1991,Alabama,AL,0,0,3.8,7.22,3.8,7.22
1991,Alaska,AK,4.3,8.17,3.8,7.22,4.3,8.17
1991,Arizona,AZ,0,0,3.8,7.22,3.8,7.22
1991,Arkansas,AR,3.35,6.36,3.8,7.22,3.8,7.22
1991,California,CA,4.25,8.07,3.8,7.22,4.25,8.07
1991,Colorado,CO,3,5.7,3.8,7.22,3.8,7.22
1991,Connecticut,CT,4.25,8.07,3.8,7.22,4.25,8.07
1991,Delaware,DE,3.8,7.22,3.8,7.22,3.8,7.22
1991,District of Columbia,DC,3.7,7.03,3.8,7.22,3.8,7.22
1991,Florida,FL,0,0,3.8,7.22,3.8,7.22
1991,Georgia,GA,3.25,6.17,3.8,7.22,3.8,7.22
1991,Guam,None,3.8,7.22,3.8,7.22,3.8,7.22
1991,Hawaii,HI,3.85,7.31,3.8,7.22,3.85,7.31
1991,Idaho,ID,3.8,7.22,3.8,7.22,3.8,7.22
1991,Illinois,IL,3.8,7.22,3.8,7.22,3.8,7.22
1991,Indiana,IN,3.35,6.36,3.8,7.22,3.8,7.22
1991,Iowa,IA,4.25,8.07,3.8,7.22,4.25,8.07
1991,Kansas,KS,2.65,5.03,3.8,7.22,3.8,7.22
1991,Kentucky,KY,3.8,7.22,3.8,7.22,3.8,7.22
1991,Louisiana,LA,0,0,3.8,7.22,3.8,7.22
1991,Maine,ME,3.85,7.31,3.8,7.22,3.85,7.31
1991,Maryland,MD,3.8,7.22,3.8,7.22,3.8,7.22
1991,Massachusetts,MA,3.75,7.12,3.8,7.22,3.8,7.22
1991,Michigan,MI,3.35,6.36,3.8,7.22,3.8,7.22
1991,Minnesota,MN,4.25,8.07,3.8,7.22,4.25,8.07
1991,Mississippi,MS,0,0,3.8,7.22,3.8,7.22
1991,Missouri,MO,3.8,7.22,3.8,7.22,3.8,7.22
1991,Montana,MT,3.8,7.22,3.8,7.22,3.8,7.22
1991,Nebraska,NE,3.35,6.36,3.8,7.22,3.8,7.22
1991,Nevada,NV,3.8,7.22,3.8,7.22,3.8,7.22
1991,New Hampshire,NH,3.85,7.31,3.8,7.22,3.85,7.31
1991,New Jersey,NJ,3.8,7.22,3.8,7.22,3.8,7.22
1991,New Mexico,NM,3.35,6.36,3.8,7.22,3.8,7.22
1991,New York,NY,3.8,7.22,3.8,7.22,3.8,7.22
1991,North Carolina,NC,3.35,6.36,3.8,7.22,3.8,7.22
1991,North Dakota,ND,3.4,6.46,3.8,7.22,3.8,7.22
1991,Ohio,OH,3.8,7.22,3.8,7.22,3.8,7.22
1991,Oklahoma,OK,3.8,7.22,3.8,7.22,3.8,7.22
1991,Oregon,OR,4.75,9.02,3.8,7.22,4.75,9.02
1991,Pennsylvania,PA,3.8,7.22,3.8,7.22,3.8,7.22
1991,Puerto Rico,None,1.2,2.28,3.8,7.22,3.8,7.22
1991,Rhode Island,RI,4.25,8.07,3.8,7.22,4.25,8.07
1991,South Carolina,SC,0,0,3.8,7.22,3.8,7.22
1991,South Dakota,SD,3.8,7.22,3.8,7.22,3.8,7.22
1991,Tennessee,TN,0,0,3.8,7.22,3.8,7.22
1991,Texas,TX,3.35,6.36,3.8,7.22,3.8,7.22
1991,U.S. Virgin Islands,None,4.65,8.83,3.8,7.22,4.65,8.83
1991,Utah,UT,3.8,7.22,3.8,7.22,3.8,7.22
1991,Vermont,VT,3.85,7.31,3.8,7.22,3.85,7.31
1991,Virginia,VA,2.65,5.03,3.8,7.22,3.8,7.22
1991,Washington,WA,4.25,8.07,3.8,7.22,4.25,8.07
1991,West Virginia,WV,3.35,6.36,3.8,7.22,3.8,7.22
1991,Wisconsin,WI,3.8,7.22,3.8,7.22,3.8,7.22
1991,Wyoming,WY,1.6,3.04,3.8,7.22,3.8,7.22
1992,Alabama,AL,0,0,4.25,7.84,4.25,7.84
1992,Alaska,AK,4.75,8.76,4.25,7.84,4.75,8.76
1992,Arizona,AZ,0,0,4.25,7.84,4.25,7.84
1992,Arkansas,AR,3.65,6.73,4.25,7.84,4.25,7.84
1992,California,CA,4.25,7.84,4.25,7.84,4.25,7.84
1992,Colorado,CO,3,5.53,4.25,7.84,4.25,7.84
1992,Connecticut,CT,4.27,7.87,4.25,7.84,4.27,7.87
1992,Delaware,DE,4.25,7.84,4.25,7.84,4.25,7.84
